,player,player_id
242,Pat Burke,2469
243,Jackie Butler,2866
244,Kelvin Cato,1509
245,Will Conroy,101215
246,Dale Davis,905
247,Daniel Ewing,101137
248,Danny Fortson,1504
249,Matt Freije,2782
250,Jorge Garbajosa,200816
251,Andreas Glyniadakis,2601
252,Orien Greene,101158
253,Lynn Greer,2696
254,Mike Hall,200837
255,Junior Harrington,2454
256,Alan Henderson,673
257,Robert Hite,200823
258,Troy Hudson,1607
259,Mile Ilic,101148
260,Luke Jackson,2739
261,Marc Jackson,1531
262,Sarunas Jasikevicius,101180
263,Jumaine Jones,1908
264,Viktor Khryapa,2751
265,Yaroslav Korolev,101117
266,James Lang,2591
267,Randy Livingston,988
268,Renaldo Major,200970
269,Damir Markota,200806
270,Rawle Marshall,101185
271,Darrick Martin,239
272,Chris McCray,200840
273,Ivan McFarlin,200829
274,Jeff McInnis,976
275,Aaron McKie,243
276,Keith McLeod,2693
277,Slava Medvedenko,2098
278,David Noel,200786
279,Michael Olowokandi,1709
280,Bo Outlaw,448
281,Ruben Patterson,1739
282,Gary Payton,56
283,Kevinn Pinkney,200838
284,Vitaly Potapenko,958
285,Roger Powell,101232
286,Allan Ray,200810
287,Jared Reiner,2876
288,Lawrence Roberts,101160
289,Bernard Robinson,2774
290,Clifford Robinson,361
291,Jalen Rose,147
292,Jamal Sampson,2441
293,Luke Schenscher,101195
294,Wayne Simien,101134
295,Uros Slokar,101166
296,Pape Sow,2776
297,Vassilis Spanoulis,2779
298,Michael Sweetney,2552
299,Donell Taylor,101182
300,Dijon Thompson,101159
301,Jake Tsakalidis,2054
302,Marcus Vinicius,200790
303,Chris Webber,185
304,David Wesley,133
305,Aaron Williams,1425
306,Justin Williams,200818
307,Shammond Williams,1742
308,Corliss Williamson,722
309,Kevin Willis,788
310,Bracey Wright,101152
311,Shareef Abdur-Rahim,949
312,Lance Allred,200984
313,Derek Anderson,1507
314,Darrell Armstrong,353
315,James Augustine,200788
316,Andre Brown,2810
317,P.J. Brown,136
318,Sam Cassell,208
319,Austin Croshere,1506
320,JamesOn Curry,201191
321,Paul Davis,200781
322,Guillermo Diaz,200799
323,Dan Dickau,2424
324,Kaniel Dickens,2079
325,Michael Doleac,1720
326,Ronald Dupree,2648
327,Nick Fazekas,201174
328,Steve Francis,1883
329,Pat Garrity,1727
330,Gordan Giricek,1921
331,Taurean Green,201192
332,Adrian Griffin,1559
333,Othella Harrington,970
334,David Harrison,2758
335,Herbert Hill,201195
336,Robert Horry,109
337,Casey Jacobsen,2418
338,Alexander Johnson,200792
339,DerMarr Johnson,2035
340,Bobby Jones,200784
341,Eddie Jones,224
342,Raef LaFrentz,1711
343,Keith Langford,101247
344,Stephane Lasme,201186
345,Jelani McCoy,1741
346,Alonzo Mourning,297
347,Bostjan Nachbar,2411
348,Juan Carlos Navarro,2434
349,Ira Newble,1956
350,Demetris Nichols,201193
351,Andre Owens,101261
352,Smush Parker,2470
353,Kosta Perovic,200785
354,Eric Piatkowski,15
355,Scot Pollard,1513
356,Kasib Powell,2867
357,Cheikh Samb,200798
358,Eric Snow,727
359,Kirk Snyder,2745
360,Awvee Storey,2852
361,Damon Stoudamire,757
362,Salim Stoudamire,101136
363,DJ Strawberry,201199
364,Billy Thomas,2873
365,Antoine Walker,952
366,Darius Washington,200827
367,Bonzi Wells,1719
368,Loren Woods,2254
369,Alex Acker,101165
370,Maurice Ager,200772
371,Brent Barry,699
372,Maceo Baston,1766
373,Mark Blount,1548
374,Calvin Booth,1916
375,Bruce Bowen,1477
376,Ryan Bowen,1763
377,Greg Buckner,1761
378,Speedy Claxton,2049
379,Joe Crawford,201621
380,Javaris Crittenton,201159
381,Jermareo Davidson,201176
382,Ricky Davis,1729
383,Juan Dixon,2413
384,Quincy Douby,200763
385,Desmon Farmer,2824
386,Adonal Foyle,1502
387,Thomas Gardner,201242
388,Matt Harpring,1723
389,Jason Hart,2078
390,Walter Herrmann,200835
391,Steven Hill,201631
392,Lindsey Hunter,283
393,Othello Hunter,201629
394,Bobby Jackson,1517
395,Jerome James,1744
396,Marko Jaric,2060
397,Dontell Jefferson,200971
398,Linton Johnson,2669
399,Damon Jones,1800
400,Fred Jones,2410
401,Tarence Kinsey,200814
402,Brevin Knight,1510
403,Rob Kurz,201633
404,Tyronn Lue,1731
405,Mark Madsen,2058
406,Stephon Marbury,950
407,Donyell Marshall,923
408,Desmond Mason,2046
409,Rashad McCants,101119
410,Pops Mensah-Bonsu,200822
411,Chris Mihm,2036
412,Darius Miles,2032
413,Cuttino Mobley,1749
414,Dikembe Mutombo,87
415,DeMarcus Nelson,201634
416,Gabe Pruitt,201172
417,Jeremy Richardson,200978
418,Anthony Roberson,101194
419,Malik Rose,990
420,Michael Ruffin,1913
421,Kareem Rush,2416
422,Mouhamed Sene,200754
423,Walter Sharpe,201594
424,Cedric Simmons,200759
425,Courtney Sims,201235
426,Sean Singletary,201606
427,Will Solomon,2226
428,Sun Sun,201180
429,Robert Swift,2741
430,Stromile Swift,2031
431,Wally Szczerbiak,1887
432,Mike Taylor,201446
433,Kenny Thomas,1903
434,Alando Tucker,201169
435,Roko Ukic,101146
436,Jacque Vaughn,1521
437,Jake Voskuhl,2063
438,Mike Wilks,2366
439,Marcus Williams,201173
440,Lorenzen Wright,953
441,Joe Alexander,201570
442,Rafer Alston,1747
443,Antonio Anderson,202079
444,Chucky Atkins,1088
445,Jonathan Bender,1886
446,Josh Boone,200767
447,Primoz Brezec,2056
448,Devin Brown,2484
449,Brian Butch,202221
450,Rodney Carney,200760
451,Jarron Collins,2260
452,Mardy Collins,200776
453,Yakhouba Diawara,200821
454,Travis Diener,101143
455,Michael Finley,714
456,Tony Gaffney,202070
457,Devean George,1904
458,J.R. Giddens,201592
459,Trey Gilder,201821
460,Taylor Griffin,201981
461,Malik Hairston,201612
462,Mike Harris,200839
463,Kenny Hasbrouck,202238
464,Trenton Hassell,2239
465,Jarvis Hayes,2553
466,Luther Head,101129
467,Larry Hughes,1716
468,Chris Hunter,201805
469,Steven Hunter,2212
470,Allen Iverson,947
471,Cedric Jackson,202132
472,Nathan Jawai,201605
473,Curtis Jerrells,201998
474,Anthony Johnson,1533
475,Dwayne Jones,101204
476,Coby Karl,201207
477,Oliver Lafayette,201802
478,Marcus Landry,202068
479,Sean Marks,1752
480,Sean May,101118
481,Randolph Morris,201043
482,Adam Morrison,200747
483,Flip Murray,2436
484,Rasho Nesterovic,1725
485,Patrick O'Bryant,200753
486,Fabricio Oberto,101177
487,Kevin Ollie,1563
488,Oleksiy Pecherov,200762
489,Morris Peterson,2050
490,Chris Richard,201181
491,Quinton Ross,2624
492,Brian Skinner,1730
493,Jermaine Taylor,201966
494,Tim Thomas,1501
495,Ime Udoka,2137
496,Rasheed Wallace,739
497,Kyle Weaver,201602
498,Jason Williams,1715
499,Jawad Williams,101214
500,Antoine Wright,101120
501,Malik Allen,2124
502,David Andersen,2431
503,Carlos Arroyo,2306
504,Renaldo Balkman,200764
505,Marcus Banks,2556
506,Charlie Bell,2294
507,Marqus Blakely,202392
508,Da'Sean Butler,202364
509,Derrick Caracter,202382
510,Anthony Carter,1853
511,Sherron Collins,202395
512,Marcus Cousin,202408
513,Antonio Daniels,1498
514,Ike Diogu,101113
515,Zabian Dowdell,202220
516,Francisco Elson,1922
517,Patrick Ewing,201607
518,T.J. Ford,2551
519,Joey Graham,101121
520,Stephen Graham,101211
521,Eddie House,2067
522,Zydrunas Ilgauskas,980
523,Darnell Jackson,201616
524,Pooh Jeter,200817
525,Trey Johnson,201234
526,Solomon Jones,200780
527,Jason Kapono,2574
528,Nenad Krstic,2420
529,Acie Law,201151
530,Gani Lawal,202371
531,DJ Mbenga,2788
532,Antonio McDyess,686
533,Hamady Ndiaye,202380
534,Andres Nocioni,2804
535,Shaquille O'Neal,406
536,Mehmet Okur,2246
537,Larry Owens,202082
538,James Posey,1899
539,Leon Powe,200796
540,Theo Ratliff,689
541,Andy Rautins,202360
542,Magnum Rolle,202375
543,Mustafa Shakur,201203
544,Garret Siler,202081
545,Joe Smith,693
546,Darius Songaila,2443
547,Peja Stojakovic,978
548,Pape Sy,202377
549,Etan Thomas,2041
550,Al Thornton,201154
551,Robert Vaden,201987
552,Willie Warren,202378
553,Sonny Weems,201603
554,Mario West,201238
555,Terrico White,202358
556,Julian Wright,201153
557,Yao Ming,2397
558,Blake Ahearn,201336
559,Solomon Alabi,202374
560,Morris Almond,201165
561,Gilbert Arenas,2240
562,Kelenna Azubuike,101235
563,Tony Battie,1499
564,Raja Bell,1952
565,Keith Benson,202728
566,Mike Bibby,1710
567,Earl Boykins,1863
568,Craig Brackins,202342
569,Jon Brockman,201972
570,Derrick Brown,201974
571,Derrick Byars,201182
572,Brian Cardinal,2073
573,Matt Carroll,2679
574,Josh Childress,2735
575,Brian Cook,2567
576,Eddy Curry,2201
577,Erick Dampier,956
578,Baron Davis,1884
579,Eric Dawson,201286
580,Jerome Dyson,202406
581,Andre Emmett,2765
582,Semih Erden,201623
583,Maurice Evans,2230
584,Christian Eyenga,201963
585,Rudy Fernandez,201164
586,Kyrylo Fesenko,201178
587,Jonny Flynn,201938
588,Jeff Foote,202880
589,Gary Forbes,201814
590,Courtney Fortson,202622
591,Jeff Foster,1902
592,Dan Gadzuric,2429
593,Sundiata Gaines,202178
594,Mickell Gladness,202148
595,Ryan Gomes,101155
596,Donte Greene,201590
597,Luke Harangody,202376
598,Justin Harper,202712
599,Lazar Hayward,202351
600,Cory Higgins,202809
601,Darington Hobson,202359
602,Tyler Honeycutt,202715
603,Dennis Horner,202862
604,Josh Howard,2572
605,Stephen Jackson,1536
606,Armon Johnson,202356
607,Carldell Johnson,201291
608,JaJuan Johnson,202707
609,Dominique Jones,202346
610,D.J. Kennedy,202810
611,Travis Leslie,202727
612,Vernon Macklin,202731
613,Jamaal Magloire,2048
614,Tracy McGrady,1503
615,Dominic McGuire,201187
616,Darko Milicic,2545
617,Brad Miller,1802
618,Jamario Moon,200081
619,Mikki Moore,1630
620,Troy Murphy,2211
621,Eduardo Najera,2059
622,Jeremy Pargo,202951
623,Anthony Parker,1515
624,Dexter Pittman,202354
625,Michael Redd,2072
626,Ryan Reid,202385
627,Walker Russell,201041
628,Samardo Samuels,202396
629,Brian Scalabrine,2243
630,Josh Selby,202729
631,Bobby Simmons,2250
632,Diamon Simpson,202067
633,James Singleton,101189
634,Craig Smith,200783
635,Jerry Smith,202536
636,Kurt Thomas,703
637,Trey Thompkins,202717
638,Mychel Thompson,202814
639,Edwin Ubiles,202775
640,Ben Uzoh,202386
641,Von Wafer,101144
642,Ben Wallace,1112
643,Hakim Warrick,101124
644,Darryl Watkins,201208
645,Delonte West,2753
646,Jordan Williams,202716
647,Sean Williams,201157
648,Shelden Williams,200749
649,Yi Jianlian,201146
650,Josh Akognon,203006
651,Rodrigue Beaubois,201958
652,Andris Biedrins,2740
653,Kwame Brown,2198
654,Marcus Camby,948
655,Daequan Cook,201161
656,Marquis Daniels,2605
657,Carlos Delfino,2568
658,Justin Dentmon,202458
659,DeSagana Diop,2205
660,Keyon Dooling,2039
661,Chris Duhon,2768
662,Devin Ebanks,202365
663,Kim English,203119
664,Mickael Gelabale,101153
665,Daniel Gibson,200789
666,Hamed Haddadi,201632
667,Richard Hamilton,1888
668,Ben Hansbrough,203162
669,Terrel Harris,202227
670,Grant Hill,255
671,Juwan Howard,436
672,Royal Ivey,2767
673,Antawn Jamison,1712
674,Jared Jeffries,2407
675,Charles Jenkins,202724
676,Chris Johnson,202419
677,Ivan Johnson,201274
678,Orlando Johnson,203111
679,DeQuan Jones,203199
680,Kevin Jones,203158
681,Kris Joseph,203126
682,Jason Kidd,467
683,Linas Kleiza,101132
684,Viacheslav Kravtsov,203139
685,Malcolm Lee,202723
686,Scott Machado,203159
687,Corey Maggette,1894
688,Roger Mason Jr.,2427
689,Eric Maynor,201953
690,Fab Melo,203097
691,Kevin Murphy,203122
692,Lamar Odom,1885
693,Tim Ohlbrecht,203317
694,Daniel Orton,202350
695,Sasha Pavlovic,2562
696,Johan Petro,101130
697,Mickael Pietrus,2554
698,AJ Price,201985
699,Joel Przybilla,2038
700,Chris Quinn,200809
701,Vladimir Radmanovic,2209
702,Quentin Richardson,2047
703,Brandon Roy,200750
704,Tornike Shengelia,203129
705,Nolan Smith,202701
706,Jerry Stackhouse,711
707,DeShawn Stevenson,2052
708,DaJuan Summers,201969
709,Tyshawn Taylor,203116
710,Sebastian Telfair,2742
711,Tyrus Thomas,200748
712,Jamaal Tinsley,2224
713,Luke Walton,2575
714,Maalik Wayns,203146
715,James White,200778
716,Royce White,203091
717,Chris Wilcox,2404
718,Damien Wilkins,2863
719,Terrence Williams,201944
720,Chris Wright,203203
721,Sam Young,201970
722,Luke Zeller,202545
723,Jeff Adrien,202399
724,Ray Allen,951
725,Hilton Armstrong,200756
726,Gustavo Ayon,202970
727,Chris Babb,203569
728,Shane Battier,2203
729,Chauncey Billups,1497
730,Andray Blatche,101154
731,Keith Bogans,2586
732,Ronnie Brewer,200758
733,Shannon Brown,200769
734,Andrew Bynum,101115
735,Dionte Christmas,202091
736,Victor Claver,201964
737,Jason Collins,2215
738,Jared Cunningham,203099
739,Samuel Dalembert,2223
740,Brandon Davies,203561
741,Nando De Colo,201986
742,Chris Douglas-Roberts,201604
743,Shane Edwards,202197
744,Melvin Ely,2408
745,Vitor Faverani,203543
746,Carrick Felix,203467
747,Derek Fisher,965
748,Francisco Garcia,101128
749,Diante Garrett,203197
750,Aaron Gray,201189
751,Josh Harrellson,202725
752,Al Harrington,1733
753,Elias Harris,203548
754,Xavier Henry,202333
755,Scotty Hopson,203816
756,Damion James,202345
757,Mike James,2229
758,Othyus Jeffers,201785
759,Darius Johnson-Odom,203130
760,Andrei Kirilenko,1905
761,Doron Lamb,203117
762,Rashard Lewis,1740
763,Kenyon Martin,2030
764,Gal Mekel,203539
765,Tony Mitchell,203183
766,Arnett Moultrie,203102
767,Byron Mullens,201957
768,Erik Murphy,203513
769,Toure' Murry,203315
770,Steve Nash,959
771,Nemanja Nedovic,203517
772,Jermaine O'Neal,979
773,Greg Oden,201141
774,Travis Outlaw,2566
775,Jannero Pargo,2457
776,Josh Powell,2694
777,Miroslav Raduljica,203545
778,Anthony Randolph,201576
779,Shavlik Randolph,101183
780,Nate Robinson,101126
781,John Salmons,2422
782,Larry Sanders,202336
783,Chris Singleton,202698
784,Peyton Siva,203491
785,Chris Smith,203147
786,James Southerland,203480
787,Hasheem Thabeet,201934
788,Adonis Thomas,203519
789,Malcolm Thomas,202952
790,Ronny Turiaf,101142
791,Jeremy Tyler,202719
792,Jarvis Varnado,202363
793,Jan Vesely,202686
794,Casper Ware,203810
795,Earl Watson,2248
796,DJ White,201591
797,Elliot Williams,202343
798,Nate Wolters,203489
799,Furkan Aldemir,203128
800,Pero Antic,203544
801,Andrea Bargnani,200745
802,Earl Barron,2853
803,Jerrelle Benimon,203968
804,Anthony Bennett,203461
805,Sim Bhullar,204021
806,DeJuan Blair,201971
807,Vander Blue,203505
808,Carlos Boozer,2430
809,Jabari Brown,203913
810,Rasual Butler,2446
811,Will Bynum,101198
812,Nick Calathes,201979
813,Will Cherry,203805
814,Patrick Christopher,203565
815,Earl Clark,201947
816,Chris Copeland,203142
817,Gigi Datome,203540
818,Glen Davis,201175
819,Andre Dawkins,203958
820,Austin Daye,201948
821,Joey Dorsey,201595
822,Zoran Dragic,204054
823,Reggie Evans,2501
824,Landry Fields,202361
825,Jamaal Franklin,203479
826,Joel Freeland,200777
827,Ben Gordon,2732
828,Drew Gordon,204079
829,Danny Granger,101122
830,Erick Green,203475
831,Willie Green,2584
832,Chuck Hayes,101236
833,Brendan Haywood,2217
834,Ryan Hollins,200797
835,Lester Hudson,201991
836,Robbie Hummel,203133
837,Bernard James,203108
838,Cory Jefferson,203928
839,Grant Jerrett,203511
840,Nick Johnson,203910
841,Perry Jones III,203103
842,Jerome Jordan,202366
843,Alex Kirk,203945
844,Ognjen Kuzmic,203136
845,Ricky Ledo,203495
846,John Lucas III,101249
847,Shawn Marion,1890
848,Cartier Martin,201858
849,Jason Maxiell,101131
850,Ray McCallum,203492
851,Jerel McNeal,202077
852,Quincy Miller,203113
853,Darius Morris,202721
854,Gary Neal,202390
855,Arinze Onuaku,202620
856,Kostas Papanikolaou,203123
857,Phil Pressey,203515
858,Jason Richardson,2202
859,Luke Ridnour,2557
860,Alexey Shved,203144
861,Russ Smith,203893
862,Greg Stiemsma,201880
863,Jarnell Stokes,203950
864,Jeffery Taylor,203106
865,Hedo Turkoglu,2045
866,Henry Walker,201611
867,Gerald Wallace,2222
868,David Wear,204033
869,Martell Webster,101110
870,Reggie Williams,202130
871,Shawne Williams,200761
872,Dorell Wright,2748
873,Jordan Adams,203919
874,Cliff Alexander,1626146
875,Lou Amundson,200811
876,Chris Andersen,2365
877,James Anderson,202341
878,Thanasis Antetokounmpo,203648
879,Keith Appling,203951
880,Jeff Ayres,201965
881,Cameron Bairstow,203946
882,Steve Blake,2581
883,Matt Bonner,2588
884,Chris Bosh,2547
885,Elton Brand,1882
886,Kobe Bryant,977
887,Chase Budinger,201978
888,Caron Butler,2406
889,Coty Clarke,1626262
890,Bryce Cotton,203955
891,Branden Dawson,1626183
892,Bryce Dejean-Jones,1626214
893,Toney Douglas,201962
894,Duje Dukan,1626251
895,Tim Duncan,1495
896,Cleanthony Early,203921
897,Festus Ezeli,203105
898,Jordan Farmar,200770
899,Kevin Garnett,708
900,Alonzo Gee,202087
901,Drew Gooden,2400
902,Andrew Goudelock,202726
903,Jorge Gutierrez,203268
904,PJ Hairston,203798
905,Jordan Hamilton,202706
906,Tyler Hansbrough,201946
907,JJ Hickson,201581
908,Kirk Hinrich,2550
909,John Holland,204066
910,Marcelo Huertas,1626273
911,Damien Inglis,203996
912,Terrence Jones,203093
913,Chris Kaman,2549
914,Sergey Karasev,203508
915,Sasha Kaun,201619
916,Carl Landry,201171
917,Devyn Marble,203906
918,Kendall Marshall,203088
919,Kevin Martin,2755
920,O.J. Mayo,201564
921,Mitch McGary,203956
922,Andre Miller,1889
923,Nazr Mohammed,1737
924,Luis Montero,1626242
925,Steve Novak,200779
926,JJ O'Brien,1626266
927,Lamar Patterson,203934
928,Nikola Pekovic,201593
929,Tibor Pleiss,202353
930,Pablo Prigioni,203143
931,Tayshaun Prince,2419
932,Robert Sacre,203135
933,Luis Scola,2449
934,Henry Sims,203156
935,Donald Sloan,202388
936,Greg Smith,202962
937,Josh Smith,2746
938,Alex Stepheson,1627293
939,Amar'e Stoudemire,2405
940,Rodney Stuckey,201155
941,Jared Sullinger,203096
942,Hollis Thompson,203138
943,Jason Thompson,201574
944,Marcus Thornton,201977
945,Anderson Varejao,2760
946,Greivis Vasquez,202349
947,Charlie Villanueva,101111
948,Shayne Whittington,203963
949,Mo Williams,2590
950,Tony Wroten,203100
951,Alexis Ajinca,201582
952,Lavoy Allen,202730
953,Tony Allen,2754
954,Alan Anderson,101187
955,Joel Anthony,201202
956,Leandro Barbosa,2571
957,Matt Barnes,2440
958,Brandon Bass,101138
959,Ben Bentil,1627791
960,Joel Bolomboy,1627762
961,Bobby Brown,201628
962,Nicolas Brussino,1627852
963,Isaiah Canaan,203477
964,Omri Casspi,201956
965,Rakeem Christmas,1626176
966,Semaj Christon,203902
967,Norris Cole,202708
968,Boris Diaw,2564
969,Mike Dunleavy,2399
970,Monta Ellis,101145
971,Randy Foye,200751
972,Patricio Garino,1627868
973,Michael Gbinije,1627771
974,Archie Goodwin,203462
975,Justin Hamilton,203120
976,AJ Hammons,1627773
977,Manny Harris,202412
978,Spencer Hawes,201150
979,Gerald Henderson,201945
980,Roy Hibbert,201579
981,Jordan Hill,201941
982,Kris Humphries,2743
983,Pierre Jackson,203510
984,Brice Johnson,1627744
985,Dahntay Jones,2563
986,James Jones,2592
987,Ryan Kelly,203527
988,Mindaugas Kuzminskas,1627851
989,Nicolas Laprovittola,1627879
990,Ty Lawson,201951
991,David Lee,101135
992,Shawn Long,1627848
993,Sheldon Mac,1627815
994,James Michael McAdoo,203949
995,KJ McDaniels,203909
996,Josh McRoberts,201177
997,Mike Miller,2034
998,Elijah Millsap,202407
999,Anthony Morrow,201627
1000,Maurice Ndour,1626254
1001,Andrew Nicholson,203094
1002,Johnny O'Bryant III,203948
1003,Daniel Ochefu,1627849
1004,Adreian Payne,203940
1005,Paul Pierce,1718
1006,Ronnie Price,101179
1007,Tim Quarterman,1627817
1008,Willie Reed,203186
1009,Brian Roberts,203148
1010,Thomas Robinson,203080
1011,Sergio Rodriguez,200771
1012,Damjan Rudez,204014
1013,Brandon Rush,201575
1014,Kevin Seraphin,202338
1015,Tiago Splitter,201168
1016,Diamond Stone,1627754
1017,Edy Tavares,204002
1018,Mirza Teletovic,203141
1019,Mike Tobey,1627861
1020,Axel Toupane,1626253
1021,Beno Udrih,2757
1022,Jarrod Uthoff,1627784
1023,Rashad Vaughn,1626173
1024,Sasha Vujacic,2756
1025,C.J. Watson,201228
1026,CJ Wilcox,203912
1027,Deron Williams,101114
1028,Derrick Williams,202682
1029,Kyle Wiltjer,1627787
1030,Jeff Withey,203481
1031,Metta World Peace,1897
1032,Brandan Wright,201148
1033,James Young,203923
1034,Stephen Zimmerman,1627757
1035,Alex Abrines,203518
1036,Quincy Acy,203112
1037,Arron Afflalo,201167
1038,Cole Aldrich,202332
1039,Ike Anigbogu,1628387
